id,i,j,mode,distance,time_a,time_b,time_c,time_d,alpha,C_consequence,e_window,l_window,capacity,unit_cost,deploy_cost,min_units,population_density,e_window_fmt,l_window_fmt
516,29,25,1,66.22,0.88,1.1,1.66,,0.0255,134.05,0.0,128.2,20.0,33.11,0.0,1,2.15,Day 1 00:00,Day 6 08:12
517,27,35,1,81.16,1.08,1.35,2.03,,0.0122,163.67,0.0,128.2,20.0,40.58,0.0,1,1.86,Day 1 00:00,Day 6 08:12
518,35,27,1,81.16,1.08,1.35,2.03,,0.0122,163.67,0.0,128.2,20.0,40.58,0.0,1,1.86,Day 1 00:00,Day 6 08:12
519,27,26,1,63.03,0.84,1.05,1.58,,0.0145,100.37,0.0,128.2,20.0,31.51,0.0,1,3.79,Day 1 00:00,Day 6 08:12
520,26,27,1,63.03,0.84,1.05,1.58,,0.0145,100.37,0.0,128.2,20.0,31.51,0.0,1,3.79,Day 1 00:00,Day 6 08:12
521,28,33,1,189.0,2.52,3.15,4.73,,0.0168,196.41,0.0,128.2,20.0,94.5,0.0,1,4.38,Day 1 00:00,Day 6 08:12
522,33,28,1,189.0,2.52,3.15,4.73,,0.0168,196.41,0.0,128.2,20.0,94.5,0.0,1,4.38,Day 1 00:00,Day 6 08:12
523,28,32,1,82.04,1.09,1.37,2.05,,0.0112,112.9,0.0,128.2,20.0,41.02,0.0,1,1.29,Day 1 00:00,Day 6 08:12
524,32,28,1,82.04,1.09,1.37,2.05,,0.0112,112.9,0.0,128.2,20.0,41.02,0.0,1,1.29,Day 1 00:00,Day 6 08:12
525,29,23,1,239.54,3.19,3.99,5.99,,0.0242,93.86,0.0,128.2,20.0,119.77,0.0,1,4.62,Day 1 00:00,Day 6 08:12
526,23,29,1,239.54,3.19,3.99,5.99,,0.0242,93.86,0.0,128.2,20.0,119.77,0.0,1,4.62,Day 1 00:00,Day 6 08:12
527,30,25,1,188.12,2.51,3.14,4.7,,0.0106,143.22,0.0,128.2,20.0,94.06,0.0,1,3.69,Day 1 00:00,Day 6 08:12
528,25,30,1,188.12,2.51,3.14,4.7,,0.0106,143.22,0.0,128.2,20.0,94.06,0.0,1,3.69,Day 1 00:00,Day 6 08:12
529,31,30,1,229.39,3.06,3.82,5.73,,0.0293,187.05,0.0,128.2,20.0,114.69,0.0,1,2.65,Day 1 00:00,Day 6 08:12
530,30,31,1,229.39,3.06,3.82,5.73,,0.0293,187.05,0.0,128.2,20.0,114.69,0.0,1,2.65,Day 1 00:00,Day 6 08:12
531,31,23,1,157.96,2.11,2.63,3.95,,0.0056,112.62,0.0,128.2,20.0,78.98,0.0,1,1.71,Day 1 00:00,Day 6 08:12
532,23,31,1,157.96,2.11,2.63,3.95,,0.0056,112.62,0.0,128.2,20.0,78.98,0.0,1,1.71,Day 1 00:00,Day 6 08:12
533,32,21,1,80.04,1.07,1.33,2.0,,0.0254,53.27,0.0,128.2,20.0,40.02,0.0,1,1.52,Day 1 00:00,Day 6 08:12
534,21,32,1,80.04,1.07,1.33,2.0,,0.0254,53.27,0.0,128.2,20.0,40.02,0.0,1,1.52,Day 1 00:00,Day 6 08:12
535,32,26,1,216.09,2.88,3.6,5.4,,0.0192,114.35,0.0,128.2,20.0,108.05,0.0,1,4.23,Day 1 00:00,Day 6 08:12
536,26,32,1,216.09,2.88,3.6,5.4,,0.0192,114.35,0.0,128.2,20.0,108.05,0.0,1,4.23,Day 1 00:00,Day 6 08:12
537,33,21,1,109.53,1.46,1.83,2.74,,0.0102,127.05,0.0,128.2,20.0,54.77,0.0,1,1.43,Day 1 00:00,Day 6 08:12
538,21,33,1,109.53,1.46,1.83,2.74,,0.0102,127.05,0.0,128.2,20.0,54.77,0.0,1,1.43,Day 1 00:00,Day 6 08:12
539,33,22,1,222.27,2.96,3.7,5.56,,0.0284,171.71,0.0,128.2,20.0,111.13,0.0,1,4.52,Day 1 00:00,Day 6 08:12
540,22,33,1,222.27,2.96,3.7,5.56,,0.0284,171.71,0.0,128.2,20.0,111.13,0.0,1,4.52,Day 1 00:00,Day 6 08:12
541,34,23,1,68.24,0.91,1.14,1.71,,0.0156,185.44,0.0,128.2,20.0,34.12,0.0,1,4.37,Day 1 00:00,Day 6 08:12
542,23,34,1,68.24,0.91,1.14,1.71,,0.0156,185.44,0.0,128.2,20.0,34.12,0.0,1,4.37,Day 1 00:00,Day 6 08:12
543,35,22,1,198.45,2.65,3.31,4.96,,0.0214,89.9,0.0,128.2,20.0,99.22,0.0,1,2.06,Day 1 00:00,Day 6 08:12
544,22,35,1,198.45,2.65,3.31,4.96,,0.0214,89.9,0.0,128.2,20.0,99.22,0.0,1,2.06,Day 1 00:00,Day 6 08:12
545,36,40,1,66.68,0.89,1.11,1.67,,0.0275,93.35,0.0,128.2,20.0,33.34,0.0,1,4.97,Day 1 00:00,Day 6 08:12
546,40,36,1,66.68,0.89,1.11,1.67,,0.0275,93.35,0.0,128.2,20.0,33.34,0.0,1,4.97,Day 1 00:00,Day 6 08:12
547,36,39,1,51.71,0.69,0.86,1.29,,0.025,128.87,0.0,128.2,20.0,25.85,0.0,1,1.17,Day 1 00:00,Day 6 08:12
548,39,36,1,51.71,0.69,0.86,1.29,,0.025,128.87,0.0,128.2,20.0,25.85,0.0,1,1.17,Day 1 00:00,Day 6 08:12
549,37,48,1,215.8,2.88,3.6,5.39,,0.0226,154.94,0.0,128.2,20.0,107.9,0.0,1,3.78,Day 1 00:00,Day 6 08:12
550,48,37,1,215.8,2.88,3.6,5.39,,0.0226,154.94,0.0,128.2,20.0,107.9,0.0,1,3.78,Day 1 00:00,Day 6 08:12
551,37,41,1,219.54,2.93,3.66,5.49,,0.0242,107.02,0.0,128.2,20.0,109.77,0.0,1,4.83,Day 1 00:00,Day 6 08:12
552,41,37,1,219.54,2.93,3.66,5.49,,0.0242,107.02,0.0,128.2,20.0,109.77,0.0,1,4.83,Day 1 00:00,Day 6 08:12
553,38,43,1,170.7,2.28,2.84,4.27,,0.0117,198.93,0.0,128.2,20.0,85.35,0.0,1,2.12,Day 1 00:00,Day 6 08:12
554,43,38,1,170.7,2.28,2.84,4.27,,0.0117,198.93,0.0,128.2,20.0,85.35,0.0,1,2.12,Day 1 00:00,Day 6 08:12
555,38,37,1,160.19,2.14,2.67,4.0,,0.0224,169.72,0.0,128.2,20.0,80.09,0.0,1,2.27,Day 1 00:00,Day 6 08:12
556,37,38,1,160.19,2.14,2.67,4.0,,0.0224,169.72,0.0,128.2,20.0,80.09,0.0,1,2.27,Day 1 00:00,Day 6 08:12
557,39,40,1,58.82,0.78,0.98,1.47,,0.0195,138.8,0.0,128.2,20.0,29.41,0.0,1,3.92,Day 1 00:00,Day 6 08:12
558,40,39,1,58.82,0.78,0.98,1.47,,0.0195,138.8,0.0,128.2,20.0,29.41,0.0,1,3.92,Day 1 00:00,Day 6 08:12
559,39,41,1,115.25,1.54,1.92,2.88,,0.0255,166.09,0.0,128.2,20.0,57.62,0.0,1,4.45,Day 1 00:00,Day 6 08:12
560,41,39,1,115.25,1.54,1.92,2.88,,0.0255,166.09,0.0,128.2,20.0,57.62,0.0,1,4.45,Day 1 00:00,Day 6 08:12
561,40,41,1,239.0,3.19,3.98,5.98,,0.0218,133.12,0.0,128.2,20.0,119.5,0.0,1,4.43,Day 1 00:00,Day 6 08:12
562,41,40,1,239.0,3.19,3.98,5.98,,0.0218,133.12,0.0,128.2,20.0,119.5,0.0,1,4.43,Day 1 00:00,Day 6 08:12
563,41,48,1,106.49,1.42,1.77,2.66,,0.0216,168.82,0.0,128.2,20.0,53.25,0.0,1,4.1,Day 1 00:00,Day 6 08:12
564,48,41,1,106.49,1.42,1.77,2.66,,0.0216,168.82,0.0,128.2,20.0,53.25,0.0,1,4.1,Day 1 00:00,Day 6 08:12
565,42,44,1,82.4,1.1,1.37,2.06,,0.0128,189.91,0.0,128.2,20.0,41.2,0.0,1,4.1,Day 1 00:00,Day 6 08:12
566,44,42,1,82.4,1.1,1.37,2.06,,0.0128,189.91,0.0,128.2,20.0,41.2,0.0,1,4.1,Day 1 00:00,Day 6 08:12
567,42,49,1,88.67,1.18,1.48,2.22,,0.0171,171.62,0.0,128.2,20.0,44.34,0.0,1,4.44,Day 1 00:00,Day 6 08:12
568,49,42,1,88.67,1.18,1.48,2.22,,0.0171,171.62,0.0,128.2,20.0,44.34,0.0,1,4.44,Day 1 00:00,Day 6 08:12
569,43,37,1,180.0,2.4,3.0,4.5,,0.0075,82.9,0.0,128.2,20.0,90.0,0.0,1,1.1,Day 1 00:00,Day 6 08:12
570,37,43,1,180.0,2.4,3.0,4.5,,0.0075,82.9,0.0,128.2,20.0,90.0,0.0,1,1.1,Day 1 00:00,Day 6 08:12
571,44,49,1,91.43,1.22,1.52,2.29,,0.0065,155.0,0.0,128.2,20.0,45.72,0.0,1,3.8,Day 1 00:00,Day 6 08:12
572,49,44,1,91.43,1.22,1.52,2.29,,0.0065,155.0,0.0,128.2,20.0,45.72,0.0,1,3.8,Day 1 00:00,Day 6 08:12
573,45,49,1,160.83,2.14,2.68,4.02,,0.027,71.94,0.0,128.2,20.0,80.41,0.0,1,1.78,Day 1 00:00,Day 6 08:12
574,49,45,1,160.83,2.14,2.68,4.02,,0.027,71.94,0.0,128.2,20.0,80.41,0.0,1,1.78,Day 1 00:00,Day 6 08:12
575,45,42,1,202.85,2.7,3.38,5.07,,0.0182,68.33,0.0,128.2,20.0,101.43,0.0,1,4.63,Day 1 00:00,Day 6 08:12
576,42,45,1,202.85,2.7,3.38,5.07,,0.0182,68.33,0.0,128.2,20.0,101.43,0.0,1,4.63,Day 1 00:00,Day 6 08:12
577,46,44,1,205.46,2.74,3.42,5.14,,0.0202,105.97,0.0,128.2,20.0,102.73,0.0,1,3.42,Day 1 00:00,Day 6 08:12
578,44,46,1,205.46,2.74,3.42,5.14,,0.0202,105.97,0.0,128.2,20.0,102.73,0.0,1,3.42,Day 1 00:00,Day 6 08:12
579,46,42,1,67.88,0.91,1.13,1.7,,0.0125,145.01,0.0,128.2,20.0,33.94,0.0,1,3.39,Day 1 00:00,Day 6 08:12
580,42,46,1,67.88,0.91,1.13,1.7,,0.0125,145.01,0.0,128.2,20.0,33.94,0.0,1,3.39,Day 1 00:00,Day 6 08:12
581,47,44,1,181.51,2.42,3.03,4.54,,0.0063,98.24,0.0,128.2,20.0,90.75,0.0,1,4.94,Day 1 00:00,Day 6 08:12
582,44,47,1,181.51,2.42,3.03,4.54,,0.0063,98.24,0.0,128.2,20.0,90.75,0.0,1,4.94,Day 1 00:00,Day 6 08:12
583,47,42,1,285.8,3.81,4.76,7.14,,0.0255,59.56,0.0,128.2,20.0,142.9,0.0,1,1.29,Day 1 00:00,Day 6 08:12
584,42,47,1,285.8,3.81,4.76,7.14,,0.0255,59.56,0.0,128.2,20.0,142.9,0.0,1,1.29,Day 1 00:00,Day 6 08:12
585,50,42,1,103.17,1.38,1.72,2.58,,0.0257,80.59,0.0,128.2,20.0,51.58,0.0,1,1.9,Day 1 00:00,Day 6 08:12
586,42,50,1,103.17,1.38,1.72,2.58,,0.0257,80.59,0.0,128.2,20.0,51.58,0.0,1,1.9,Day 1 00:00,Day 6 08:12
587,50,44,1,115.1,1.53,1.92,2.88,,0.0233,129.14,0.0,128.2,20.0,57.55,0.0,1,4.44,Day 1 00:00,Day 6 08:12
588,44,50,1,115.1,1.53,1.92,2.88,,0.0233,129.14,0.0,128.2,20.0,57.55,0.0,1,4.44,Day 1 00:00,Day 6 08:12
589,1,2,1,69.01,0.92,1.15,1.73,,0.0063,176.94,0.0,128.2,20.0,34.51,0.0,1,1.44,Day 1 00:00,Day 6 08:12
590,2,1,1,69.01,0.92,1.15,1.73,,0.0063,176.94,0.0,128.2,20.0,34.51,0.0,1,1.44,Day 1 00:00,Day 6 08:12
591,1,3,1,228.73,3.05,3.81,5.72,,0.0201,81.09,0.0,128.2,20.0,114.37,0.0,1,2.04,Day 1 00:00,Day 6 08:12
592,3,1,1,228.73,3.05,3.81,5.72,,0.0201,81.09,0.0,128.2,20.0,114.37,0.0,1,2.04,Day 1 00:00,Day 6 08:12
593,1,4,1,234.94,3.13,3.92,5.87,,0.0055,193.35,0.0,128.2,20.0,117.47,0.0,1,1.18,Day 1 00:00,Day 6 08:12
594,4,1,1,234.94,3.13,3.92,5.87,,0.0055,193.35,0.0,128.2,20.0,117.47,0.0,1,1.18,Day 1 00:00,Day 6 08:12
595,1,5,1,90.42,1.21,1.51,2.26,,0.021,67.16,0.0,128.2,20.0,45.21,0.0,1,4.99,Day 1 00:00,Day 6 08:12
596,5,1,1,90.42,1.21,1.51,2.26,,0.021,67.16,0.0,128.2,20.0,45.21,0.0,1,4.99,Day 1 00:00,Day 6 08:12
597,1,6,1,158.25,2.11,2.64,3.96,,0.0067,74.75,0.0,128.2,20.0,79.12,0.0,1,3.17,Day 1 00:00,Day 6 08:12
598,6,1,1,158.25,2.11,2.64,3.96,,0.0067,74.75,0.0,128.2,20.0,79.12,0.0,1,3.17,Day 1 00:00,Day 6 08:12
599,1,7,1,267.57,3.57,4.46,6.69,,0.0114,109.91,0.0,128.2,20.0,133.79,0.0,1,3.28,Day 1 00:00,Day 6 08:12
600,7,1,1,267.57,3.57,4.46,6.69,,0.0114,109.91,0.0,128.2,20.0,133.79,0.0,1,3.28,Day 1 00:00,Day 6 08:12
601,1,8,1,212.67,2.84,3.54,5.32,,0.0231,98.71,0.0,128.2,20.0,106.34,0.0,1,2.48,Day 1 00:00,Day 6 08:12
602,8,1,1,212.67,2.84,3.54,5.32,,0.0231,98.71,0.0,128.2,20.0,106.34,0.0,1,2.48,Day 1 00:00,Day 6 08:12
603,1,9,1,268.4,3.58,4.47,6.71,,0.0277,112.61,0.0,128.2,20.0,134.2,0.0,1,4.99,Day 1 00:00,Day 6 08:12
604,9,1,1,268.4,3.58,4.47,6.71,,0.0277,112.61,0.0,128.2,20.0,134.2,0.0,1,4.99,Day 1 00:00,Day 6 08:12
605,1,10,1,93.79,1.25,1.56,2.34,,0.0256,186.34,0.0,128.2,20.0,46.9,0.0,1,3.26,Day 1 00:00,Day 6 08:12
606,10,1,1,93.79,1.25,1.56,2.34,,0.0256,186.34,0.0,128.2,20.0,46.9,0.0,1,3.26,Day 1 00:00,Day 6 08:12
607,1,11,1,222.98,2.97,3.72,5.57,,0.0065,176.4,0.0,128.2,20.0,111.49,0.0,1,3.73,Day 1 00:00,Day 6 08:12
608,11,1,1,222.98,2.97,3.72,5.57,,0.0065,176.4,0.0,128.2,20.0,111.49,0.0,1,3.73,Day 1 00:00,Day 6 08:12
609,1,12,1,194.61,2.59,3.24,4.87,,0.0195,73.99,0.0,128.2,20.0,97.3,0.0,1,4.39,Day 1 00:00,Day 6 08:12
610,12,1,1,194.61,2.59,3.24,4.87,,0.0195,73.99,0.0,128.2,20.0,97.3,0.0,1,4.39,Day 1 00:00,Day 6 08:12
611,1,13,1,182.28,2.43,3.04,4.56,,0.0202,75.51,0.0,128.2,20.0,91.14,0.0,1,3.51,Day 1 00:00,Day 6 08:12
612,13,1,1,182.28,2.43,3.04,4.56,,0.0202,75.51,0.0,128.2,20.0,91.14,0.0,1,3.51,Day 1 00:00,Day 6 08:12
613,1,14,1,109.59,1.46,1.83,2.74,,0.0241,54.14,0.0,128.2,20.0,54.79,0.0,1,1.5,Day 1 00:00,Day 6 08:12
614,14,1,1,109.59,1.46,1.83,2.74,,0.0241,54.14,0.0,128.2,20.0,54.79,0.0,1,1.5,Day 1 00:00,Day 6 08:12
615,1,15,1,102.78,1.37,1.71,2.57,,0.015,180.6,0.0,128.2,20.0,51.39,0.0,1,1.03,Day 1 00:00,Day 6 08:12
616,15,1,1,102.78,1.37,1.71,2.57,,0.015,180.6,0.0,128.2,20.0,51.39,0.0,1,1.03,Day 1 00:00,Day 6 08:12
617,1,16,1,188.98,2.52,3.15,4.72,,0.0059,106.94,0.0,128.2,20.0,94.49,0.0,1,2.19,Day 1 00:00,Day 6 08:12
618,16,1,1,188.98,2.52,3.15,4.72,,0.0059,106.94,0.0,128.2,20.0,94.49,0.0,1,2.19,Day 1 00:00,Day 6 08:12
619,1,17,1,91.04,1.21,1.52,2.28,,0.017,101.27,0.0,128.2,20.0,45.52,0.0,1,2.05,Day 1 00:00,Day 6 08:12
620,17,1,1,91.04,1.21,1.52,2.28,,0.017,101.27,0.0,128.2,20.0,45.52,0.0,1,2.05,Day 1 00:00,Day 6 08:12
621,1,18,1,202.92,2.71,3.38,5.07,,0.0111,195.8,0.0,128.2,20.0,101.46,0.0,1,2.0,Day 1 00:00,Day 6 08:12
622,18,1,1,202.92,2.71,3.38,5.07,,0.0111,195.8,0.0,128.2,20.0,101.46,0.0,1,2.0,Day 1 00:00,Day 6 08:12
623,1,19,1,297.14,3.96,4.95,7.43,,0.009,192.49,0.0,128.2,20.0,148.57,0.0,1,1.25,Day 1 00:00,Day 6 08:12
624,19,1,1,297.14,3.96,4.95,7.43,,0.009,192.49,0.0,128.2,20.0,148.57,0.0,1,1.25,Day 1 00:00,Day 6 08:12
625,1,20,1,51.86,0.69,0.86,1.3,,0.0074,156.08,0.0,128.2,20.0,25.93,0.0,1,1.93,Day 1 00:00,Day 6 08:12
626,20,1,1,51.86,0.69,0.86,1.3,,0.0074,156.08,0.0,128.2,20.0,25.93,0.0,1,1.93,Day 1 00:00,Day 6 08:12
627,2,3,1,118.91,1.59,1.98,2.97,,0.0218,54.42,0.0,128.2,20.0,59.45,0.0,1,3.16,Day 1 00:00,Day 6 08:12
628,3,2,1,118.91,1.59,1.98,2.97,,0.0218,54.42,0.0,128.2,20.0,59.45,0.0,1,3.16,Day 1 00:00,Day 6 08:12
629,2,4,1,150.08,2.0,2.5,3.75,,0.009,186.76,0.0,128.2,20.0,75.04,0.0,1,2.44,Day 1 00:00,Day 6 08:12
630,4,2,1,150.08,2.0,2.5,3.75,,0.009,186.76,0.0,128.2,20.0,75.04,0.0,1,2.44,Day 1 00:00,Day 6 08:12
631,2,5,1,122.83,1.64,2.05,3.07,,0.0224,178.32,0.0,128.2,20.0,61.42,0.0,1,1.91,Day 1 00:00,Day 6 08:12
632,5,2,1,122.83,1.64,2.05,3.07,,0.0224,178.32,0.0,128.2,20.0,61.42,0.0,1,1.91,Day 1 00:00,Day 6 08:12
633,2,6,1,81.79,1.09,1.36,2.04,,0.029,114.12,0.0,128.2,20.0,40.9,0.0,1,3.14,Day 1 00:00,Day 6 08:12
634,6,2,1,81.79,1.09,1.36,2.04,,0.029,114.12,0.0,128.2,20.0,40.9,0.0,1,3.14,Day 1 00:00,Day 6 08:12
635,2,7,1,164.24,2.19,2.74,4.11,,0.0257,114.34,0.0,128.2,20.0,82.12,0.0,1,4.03,Day 1 00:00,Day 6 08:12
636,7,2,1,164.24,2.19,2.74,4.11,,0.0257,114.34,0.0,128.2,20.0,82.12,0.0,1,4.03,Day 1 00:00,Day 6 08:12
637,2,8,1,180.69,2.41,3.01,4.52,,0.007,126.4,0.0,128.2,20.0,90.34,0.0,1,4.42,Day 1 00:00,Day 6 08:12
638,8,2,1,180.69,2.41,3.01,4.52,,0.007,126.4,0.0,128.2,20.0,90.34,0.0,1,4.42,Day 1 00:00,Day 6 08:12
639,2,9,1,182.78,2.44,3.05,4.57,,0.0148,53.85,0.0,128.2,20.0,91.39,0.0,1,3.81,Day 1 00:00,Day 6 08:12
640,9,2,1,182.78,2.44,3.05,4.57,,0.0148,53.85,0.0,128.2,20.0,91.39,0.0,1,3.81,Day 1 00:00,Day 6 08:12
641,2,10,1,148.15,1.98,2.47,3.7,,0.0131,105.47,0.0,128.2,20.0,74.08,0.0,1,2.67,Day 1 00:00,Day 6 08:12
642,10,2,1,148.15,1.98,2.47,3.7,,0.0131,105.47,0.0,128.2,20.0,74.08,0.0,1,2.67,Day 1 00:00,Day 6 08:12
643,2,11,1,133.94,1.79,2.23,3.35,,0.0123,119.07,0.0,128.2,20.0,66.97,0.0,1,1.19,Day 1 00:00,Day 6 08:12
644,11,2,1,133.94,1.79,2.23,3.35,,0.0123,119.07,0.0,128.2,20.0,66.97,0.0,1,1.19,Day 1 00:00,Day 6 08:12
645,2,12,1,106.44,1.42,1.77,2.66,,0.016,182.72,0.0,128.2,20.0,53.22,0.0,1,2.71,Day 1 00:00,Day 6 08:12
646,12,2,1,106.44,1.42,1.77,2.66,,0.016,182.72,0.0,128.2,20.0,53.22,0.0,1,2.71,Day 1 00:00,Day 6 08:12
647,2,13,1,188.97,2.52,3.15,4.72,,0.0273,170.87,0.0,128.2,20.0,94.49,0.0,1,3.85,Day 1 00:00,Day 6 08:12
648,13,2,1,188.97,2.52,3.15,4.72,,0.0273,170.87,0.0,128.2,20.0,94.49,0.0,1,3.85,Day 1 00:00,Day 6 08:12
649,2,14,1,204.86,2.73,3.41,5.12,,0.0199,78.58,0.0,128.2,20.0,102.43,0.0,1,1.54,Day 1 00:00,Day 6 08:12
650,14,2,1,204.86,2.73,3.41,5.12,,0.0199,78.58,0.0,128.2,20.0,102.43,0.0,1,1.54,Day 1 00:00,Day 6 08:12
651,2,15,1,63.92,0.85,1.07,1.6,,0.0073,142.25,0.0,128.2,20.0,31.96,0.0,1,3.43,Day 1 00:00,Day 6 08:12
652,15,2,1,63.92,0.85,1.07,1.6,,0.0073,142.25,0.0,128.2,20.0,31.96,0.0,1,3.43,Day 1 00:00,Day 6 08:12
653,2,16,1,59.32,0.79,0.99,1.48,,0.026,116.23,0.0,128.2,20.0,29.66,0.0,1,3.15,Day 1 00:00,Day 6 08:12
654,16,2,1,59.32,0.79,0.99,1.48,,0.026,116.23,0.0,128.2,20.0,29.66,0.0,1,3.15,Day 1 00:00,Day 6 08:12
655,2,17,1,68.38,0.91,1.14,1.71,,0.0265,62.01,0.0,128.2,20.0,34.19,0.0,1,1.84,Day 1 00:00,Day 6 08:12
656,17,2,1,68.38,0.91,1.14,1.71,,0.0265,62.01,0.0,128.2,20.0,34.19,0.0,1,1.84,Day 1 00:00,Day 6 08:12
657,2,18,1,166.29,2.22,2.77,4.16,,0.0174,129.98,0.0,128.2,20.0,83.15,0.0,1,4.74,Day 1 00:00,Day 6 08:12
658,18,2,1,166.29,2.22,2.77,4.16,,0.0174,129.98,0.0,128.2,20.0,83.15,0.0,1,4.74,Day 1 00:00,Day 6 08:12
659,2,19,1,58.74,0.78,0.98,1.47,,0.0219,114.47,0.0,128.2,20.0,29.37,0.0,1,4.25,Day 1 00:00,Day 6 08:12
660,19,2,1,58.74,0.78,0.98,1.47,,0.0219,114.47,0.0,128.2,20.0,29.37,0.0,1,4.25,Day 1 00:00,Day 6 08:12
661,2,20,1,216.88,2.89,3.61,5.42,,0.0253,179.53,0.0,128.2,20.0,108.44,0.0,1,4.12,Day 1 00:00,Day 6 08:12
662,20,2,1,216.88,2.89,3.61,5.42,,0.0253,179.53,0.0,128.2,20.0,108.44,0.0,1,4.12,Day 1 00:00,Day 6 08:12
663,3,4,1,83.06,1.11,1.38,2.08,,0.0184,165.99,0.0,128.2,20.0,41.53,0.0,1,4.1,Day 1 00:00,Day 6 08:12
664,4,3,1,83.06,1.11,1.38,2.08,,0.0184,165.99,0.0,128.2,20.0,41.53,0.0,1,4.1,Day 1 00:00,Day 6 08:12
665,3,5,1,281.77,3.76,4.7,7.04,,0.0154,51.34,0.0,128.2,20.0,140.88,0.0,1,3.91,Day 1 00:00,Day 6 08:12
666,5,3,1,281.77,3.76,4.7,7.04,,0.0154,51.34,0.0,128.2,20.0,140.88,0.0,1,3.91,Day 1 00:00,Day 6 08:12
667,3,6,1,119.54,1.59,1.99,2.99,,0.0214,57.35,0.0,128.2,20.0,59.77,0.0,1,2.42,Day 1 00:00,Day 6 08:12
668,6,3,1,119.54,1.59,1.99,2.99,,0.0214,57.35,0.0,128.2,20.0,59.77,0.0,1,2.42,Day 1 00:00,Day 6 08:12
669,3,7,1,208.29,2.78,3.47,5.21,,0.0082,97.57,0.0,128.2,20.0,104.14,0.0,1,1.58,Day 1 00:00,Day 6 08:12
670,7,3,1,208.29,2.78,3.47,5.21,,0.0082,97.57,0.0,128.2,20.0,104.14,0.0,1,1.58,Day 1 00:00,Day 6 08:12
671,3,8,1,272.77,3.64,4.55,6.82,,0.0244,145.78,0.0,128.2,20.0,136.38,0.0,1,3.08,Day 1 00:00,Day 6 08:12
672,8,3,1,272.77,3.64,4.55,6.82,,0.0244,145.78,0.0,128.2,20.0,136.38,0.0,1,3.08,Day 1 00:00,Day 6 08:12
673,3,9,1,294.4,3.93,4.91,7.36,,0.0115,155.83,0.0,128.2,20.0,147.2,0.0,1,1.34,Day 1 00:00,Day 6 08:12
674,9,3,1,294.4,3.93,4.91,7.36,,0.0115,155.83,0.0,128.2,20.0,147.2,0.0,1,1.34,Day 1 00:00,Day 6 08:12
675,3,10,1,205.41,2.74,3.42,5.14,,0.0099,51.41,0.0,128.2,20.0,102.7,0.0,1,4.64,Day 1 00:00,Day 6 08:12
676,10,3,1,205.41,2.74,3.42,5.14,,0.0099,51.41,0.0,128.2,20.0,102.7,0.0,1,4.64,Day 1 00:00,Day 6 08:12
677,3,11,1,119.84,1.6,2.0,3.0,,0.0298,151.97,0.0,128.2,20.0,59.92,0.0,1,3.68,Day 1 00:00,Day 6 08:12
678,11,3,1,119.84,1.6,2.0,3.0,,0.0298,151.97,0.0,128.2,20.0,59.92,0.0,1,3.68,Day 1 00:00,Day 6 08:12
679,3,12,1,218.36,2.91,3.64,5.46,,0.0298,83.71,0.0,128.2,20.0,109.18,0.0,1,4.95,Day 1 00:00,Day 6 08:12
680,12,3,1,218.36,2.91,3.64,5.46,,0.0298,83.71,0.0,128.2,20.0,109.18,0.0,1,4.95,Day 1 00:00,Day 6 08:12
681,3,13,1,130.42,1.74,2.17,3.26,,0.0074,188.34,0.0,128.2,20.0,65.21,0.0,1,1.39,Day 1 00:00,Day 6 08:12
682,13,3,1,130.42,1.74,2.17,3.26,,0.0074,188.34,0.0,128.2,20.0,65.21,0.0,1,1.39,Day 1 00:00,Day 6 08:12
683,3,14,1,168.82,2.25,2.81,4.22,,0.0259,91.49,0.0,128.2,20.0,84.41,0.0,1,3.88,Day 1 00:00,Day 6 08:12
684,14,3,1,168.82,2.25,2.81,4.22,,0.0259,91.49,0.0,128.2,20.0,84.41,0.0,1,3.88,Day 1 00:00,Day 6 08:12
685,3,15,1,210.48,2.81,3.51,5.26,,0.0223,72.61,0.0,128.2,20.0,105.24,0.0,1,3.81,Day 1 00:00,Day 6 08:12
686,15,3,1,210.48,2.81,3.51,5.26,,0.0223,72.61,0.0,128.2,20.0,105.24,0.0,1,3.81,Day 1 00:00,Day 6 08:12
687,3,16,1,259.92,3.47,4.33,6.5,,0.0085,194.1,0.0,128.2,20.0,129.96,0.0,1,4.81,Day 1 00:00,Day 6 08:12
688,16,3,1,259.92,3.47,4.33,6.5,,0.0085,194.1,0.0,128.2,20.0,129.96,0.0,1,4.81,Day 1 00:00,Day 6 08:12
689,3,17,1,129.72,1.73,2.16,3.24,,0.0289,190.77,0.0,128.2,20.0,64.86,0.0,1,1.47,Day 1 00:00,Day 6 08:12
690,17,3,1,129.72,1.73,2.16,3.24,,0.0289,190.77,0.0,128.2,20.0,64.86,0.0,1,1.47,Day 1 00:00,Day 6 08:12
691,3,18,1,236.01,3.15,3.93,5.9,,0.0291,173.54,0.0,128.2,20.0,118.0,0.0,1,1.53,Day 1 00:00,Day 6 08:12
692,18,3,1,236.01,3.15,3.93,5.9,,0.0291,173.54,0.0,128.2,20.0,118.0,0.0,1,1.53,Day 1 00:00,Day 6 08:12
693,3,19,1,151.98,2.03,2.53,3.8,,0.0191,105.71,0.0,128.2,20.0,75.99,0.0,1,2.54,Day 1 00:00,Day 6 08:12
